Nombre,Marca,Clase,Precio,Peso,Volumen,Año de Fabricación,Capacidad de Baterí­a,Resolución,Tipo de Pantalla,Conectividad,Memoria RAM,Almacenamiento,Resistencia al Agua,Número de bodega,Número de estante
teclado,Microsoft,Audio,8555208,16.156.420.525.192.200,8.386.433.014.246.200,2023,,,,,,,,1,3
parlante,LG,Audioportátil,8918804,15.466.562.470.011.300,4.347.743.845.759.500,2008,,,,,,,,3,8
monitor,LG,Electrodomésticos,1527624,4.604.649.488.349.970,12.349.922.259.574.800,2007,,1080p,OLED,,,,,3,3
celular,Samsung,Fotografía,2868785,98.699.963.691.243,42.507.444.775.544.600,2012,,,,,16GB,64GB,IP68,1,9
lavadora,Bosch,Electrodomésticos,8309582,3.514.787.179.862.760,13.288.677.067.301.000,2007,,,,,,,,2,10
smart watch,Garmin,Comunicaciones,9586869,9.429.553.078.453.270,9.533.988.632.389.570,2017,5502.0,,LCD,5G,,,IP68,1,4
cpu,IBM,Audio,3797696,31.041.824.189.722.900,1.054.615.431.434.620,2019,,,,,,,,3,5
camara,Nikon,Electrodomésticos,5068069,3.551.953.128.665.440,21.077.223.967.629.200,2013,,1080p,,,,,,2,1
secadora,LG,Comunicaciones,5637329,36.024.516.374.508.300,1.433.707.663.915.670,2021,,,,,,,,1,5
audifonos,Sony,Audioportátil,211566,3.160.619.511.080.900,12.084.549.529.565.700,2010,,,,WiFi,,,,2,7
smart watch,Fitbit,Videojuegos,805137,4.527.157.385.813.030,8.379.391.372.798.970,2021,2828.0,,LCD,4G,,,None,2,10
smart watch,Samsung,Wearables,5284717,2.352.681.489.158.640,86.973.072.217.245,2001,3047.0,,OLED,NFC,,,,1,4
teclado,Logitech,Wearables,8506583,27.228.838.801.980.500,13.224.805.512.208.100,2013,,,,,,,,3,2
secadora,Whirlpool,Electrodomésticos,2307282,4.568.166.912.237.020,10.724.381.698.832.200,2020,,,,,,,,1,6
tablet,Huawei,Audioportátil,5188338,3.794.720.871.136.970,515.667.396.279.922,2014,,,,,4GB,512GB,,1,4
cpu,AMD,Audio,7202303,4.369.207.433.037.450,11.101.024.578.323.400,2009,,,,,,,,2,4
monitor,LG,Comunicaciones,9557550,3.526.583.468.243.310,9.143.792.624.450.020,2014,,,,,,,,1,8
mouse,Logitech,Wearables,2244137,16.345.085.992.155.400,2.214.243.677.399.780,2005,,,,,,,,2,1
tablet,Amazon,Fotografía,2919575,7.816.754.803.937.890,6.078.572.966.777.220,2022,1650.0,,LCD,WiFi,16GB,256GB,,1,3
teclado,Microsoft,Videojuegos,7647172,2.012.260.455.359.430,19.915.354.573.031.300,2001,,,,,,,,2,7
laptop,Dell,Monitores,7285349,16.324.047.400.038.700,7.887.785.915.955.480,2003,,,LCD,WiFi,32GB,64GB,,1,5
tablet,Samsung,Comunicaciones,9277476,39.351.234.294.122.100,38.702.500.556.808.500,2016,,,LCD,Bluetooth,16GB,256GB,,1,3
teclado,Logitech,Monitores,6896031,4.494.833.217.635.420,5.970.603.471.270.540,2012,,,,,,,,3,7
parlante,LG,Audio,1265720,3.524.059.198.034.690,32.974.071.125.779.700,2002,,,,Bluetooth,,,,2,2
audifonos,Bose,Videojuegos,8978165,16.196.832.563.549.100,44.909.694.884.951.200,2016,,,,Bluetooth,,,,3,10
tablet,Huawei,Informática,8954380,8.447.602.136.520.240,3.360.097.825.020.020,2015,,,LCD,NFC,8GB,256GB,,1,2
tablet,Amazon,Monitores,9140467,42.773.025.851.350.900,3.379.753.203.100.440,2023,8511.0,,OLED,WiFi,16GB,128GB,,3,1
lavadora,Bosch,Videojuegos,9645678,27.204.841.355.244.400,13.418.129.478.892.500,2021,,,,,,,,3,6
lavadora,LG,Wearables,6195653,4.724.692.597.371.390,12.282.330.063.911.000,2023,,,,,,,,2,5
tablet,Huawei,Wearables,2704409,28.991.366.610.356.100,6.307.303.884.891.750,2023,,,OLED,4G,32GB,,,3,2
cpu,AMD,Audioportátil,1267797,22.126.313.150.482.700,1.470.265.587.826.570,2023,,,,,,,,3,1
nevera,Whirlpool,Videojuegos,6624486,3.786.528.486.464.850,228.268.657.419.762,2023,,,,,,,,2,4
mouse,Logitech,Monitores,6731935,3.380.100.344.019.360,14.905.267.137.020.700,2007,,,,,,,,2,4
laptop,HP,Wearables,6710681,12.962.410.941.428.100,38.496.324.504.686.800,2017,6920.0,,LCD,WiFi,32GB,64GB,,3,9
celular,Apple,Monitores,361293,22.698.200.233.981.900,21.742.132.900.586.800,2018,2002.0,,,5G,16GB,512GB,IP68,1,3
secadora,Samsung,Audioportátil,8629904,4.270.488.802.366.640,11.306.471.785.405.600,2023,,,,,,,,1,4
celular,Samsung,Informática,8802396,16.364.445.642.866.500,3.927.851.861.857.830,2020,6251.0,,,Bluetooth,32GB,1TB,None,1,6
camara,Sony,Fotografía,3847384,2.090.125.587.006.080,15.850.887.917.632.100,2020,,8K,,,,,,2,2
camara,Sony,Comunicaciones,7527335,4.152.223.573.933.800,7.645.557.407.413.590,2007,,4K,,,,,,1,1
parlante,Bose,Electrodomésticos,1121209,23.180.161.614.205.500,29.141.611.121.903.800,2019,,,,,,,,2,3
teclado,Logitech,Wearables,4553987,35.396.681.439.897.700,29.700.241.466.186.600,2017,,,,,,,,3,6
parlante,Sony,Informática,1381248,14.329.500.383.024.800,3.678.068.305.727.600,2014,,,,,,,,2,9
mouse,Razer,Comunicaciones,4469450,14.900.976.056.439.200,3.848.151.370.827.510,2000,,,,,,,,3,8
parlante,Sony,Audio,1068987,3.336.047.088.776.660,36.250.545.527.157.700,2005,,,,4G,,,,1,5
smart watch,Apple,Videojuegos,4476712,353.599.253.858.029,16.428.959.926.552.700,2018,,,,5G,,,None,3,9
secadora,LG,Electrodomésticos,3162773,224.789.799.409.359,1.246.740.125.446.080,2018,,,,,,,,2,10
laptop,Dell,Wearables,5974045,4.391.118.900.605.040,4.726.863.520.957.010,2004,7617.0,,OLED,4G,4GB,512GB,,1,5
televisores,Samsung,Informática,4201918,29.040.637.724.767.900,1.865.223.058.115.260,2015,,8K,,,,,,1,5
lavadora,Samsung,Informática,3598413,17.548.087.150.295.900,12.610.512.886.425.000,2011,,,,,,,,1,9
smart watch,Garmin,Comunicaciones,6170407,28.691.512.739.912.900,1.322.697.056.327.240,2006,6534.0,,OLED,,,,IP68,3,7
celular,Samsung,Audio,6150273,4.479.026.519.381.640,43.947.557.550.961.100,2011,,,,NFC,8GB,,None,1,5
celular,Apple,Monitores,4538702,4.775.992.007.673.890,3.074.824.604.571.350,2016,7394.0,,,,4GB,,None,2,6
lavadora,Whirlpool,Electrodomésticos,6239488,1.859.225.644.522.720,14.478.295.767.051.100,2015,,,,,,,,2,7
camara,Panasonic,Electrodomésticos,7519813,4.562.025.151.837.470,18.852.634.985.087.900,2013,,4K,,,,,,3,8
teclado,Logitech,Monitores,9861341,25.884.977.641.233.800,12.955.717.911.567.800,2016,,,,,,,,3,4
teclado,Corsair,Audio,2833290,22.931.948.729.287.100,16.533.757.097.024.700,2013,,,,,,,,1,9
smart watch,Samsung,Videojuegos,1247612,596.185.959.932.243,1.073.084.334.968.720,2013,,,,NFC,,,IP68,2,8
cargador,Apple,Fotografía,8375768,226.383.171.711.361,14.065.999.156.871.100,2003,,,,,,,,1,10
audifonos,Sennheiser,Videojuegos,4679212,2.551.470.930.122.270,32.613.453.371.297.600,2011,,,,,,,,3,5
secadora,LG,Audioportátil,1973667,27.673.683.976.045.800,10.729.868.677.398.900,2015,,,,,,,,1,3
tablet,Samsung,Fotografía,6115368,4.859.537.643.752.210,45.953.954.526.655,2004,,,OLED,4G,16GB,,,1,5
lavadora,Samsung,Wearables,657883,4.148.061.080.062.850,11.263.560.241.519.000,2010,,,,,,,,2,1
smart watch,Fitbit,Audio,6182838,6.652.329.100.460.200,17.062.521.814.003.900,2009,,,OLED,4G,,,IP68,3,7
smart watch,Garmin,Audio,1712367,27.776.597.126.502.600,923.714.798.476.743,2013,3262.0,,,WiFi,,,IP68,1,10
cpu,AMD,Fotografía,9960894,3.932.514.429.996.320,1.857.236.682.890.050,2014,,,,,,,,1,7
laptop,HP,Electrodomésticos,3027608,20.020.423.143.616.900,2.874.008.423.204.390,2007,,,LED,5G,16GB,256GB,,2,8
tablet,Amazon,Fotografía,1628094,19.558.513.159.869.000,551.136.051.347.023,2010,,,OLED,5G,,256GB,,3,4
laptop,Dell,Monitores,6040455,6.384.400.304.827.030,7.842.622.191.589.550,2008,4427.0,,,NFC,4GB,1TB,,1,4
cargador,Anker,Videojuegos,9705710,17.724.569.046.945.900,729.285.921.161.842,2016,,,,,,,,1,6
televisores,LG,Electrodomésticos,8462338,11.087.624.185.222.200,14.849.743.186.006.600,2013,,1080p,LCD,,,,,2,1
teclado,Razer,Videojuegos,4009996,258.927.327.844.877,13.880.531.499.212.800,2008,,,,,,,,2,1
secadora,Whirlpool,Videojuegos,4214478,43.310.613.953.630.000,13.864.773.065.009.300,2012,,,,,,,,1,1
teclado,Microsoft,Informática,6799065,1.649.130.487.490.920,9.970.326.832.464.410,2003,,,,,,,,2,1
audifonos,Sennheiser,Comunicaciones,3737488,32.064.937.699.879.200,13.416.229.947.748.000,2020,,,,4G,,,,2,10
televisores,LG,Comunicaciones,6990283,4.325.937.233.844.270,9.053.356.094.909.280,2016,,1080p,LCD,,,,,1,3
lavadora,Whirlpool,Audioportátil,9899850,3.536.548.822.379.030,11.297.152.191.214.100,2006,,,,,,,,2,8
cpu,Intel,Wearables,4172955,47.666.289.844.957.900,15.675.295.180.233.300,2001,,,,,,,,3,8
cargador,Samsung,Monitores,1289250,4.290.322.618.654.210,1.297.222.515.956.680,2011,,,,,,,,3,9
secadora,Samsung,Informática,4280842,13.981.836.151.342.400,14.603.674.377.837.400,2021,,,,,,,,2,3
televisores,Sony,Videojuegos,7743793,31.591.234.984.811.700,17.461.026.649.732.500,2023,,,LCD,,,,,2,8
nevera,Whirlpool,Electrodomésticos,7061208,20.604.076.148.932.700,2.147.756.453.204.350,2023,,,,,,,,2,5
monitor,Dell,Fotografía,4567007,24.714.569.561.624.800,8.721.898.621.317.510,2004,,1080p,LED,,,,,2,3
celular,Huawei,Fotografía,8208261,5.314.879.490.103.220,4.569.847.043.600.740,2021,3982.0,,,4G,16GB,64GB,None,3,5
lavadora,LG,Informática,7113241,23.850.777.031.508.100,1.157.763.658.758.930,2021,,,,,,,,3,1
cpu,Intel,Audioportátil,9509818,4.152.788.586.972.590,1.085.200.062.193.740,2010,,,,,,,,3,1
teclado,Corsair,Fotografía,3225691,2.869.138.458.095.700,5.502.894.846.744.060,2000,,,,,,,,2,6
cargador,Apple,Wearables,6503545,188.996.480.731.408,10.217.568.889.369.600,2021,,,,,,,,2,6
celular,Apple,Electrodomésticos,7316440,3.720.458.588.964.770,2.213.288.704.387.950,2000,,,,5G,,512GB,IP68,1,7
mouse,Razer,Wearables,1168636,2.333.477.228.791.570,35.779.422.787.301.400,2002,,,,,,,,2,2
teclado,Corsair,Informática,9393417,30.848.316.763.108.700,19.326.941.368.080.300,2022,,,,,,,,1,6
cargador,Apple,Audio,1554983,1.655.038.266.973.160,6.634.044.378.554.590,2000,,,,,,,,1,8
monitor,Dell,Monitores,5985600,6.852.876.926.859.650,15.041.427.539.274.600,2010,,,LED,,,,,1,8
cargador,Belkin,Audioportátil,7200611,3.832.252.590.910.380,18.823.909.176.594.600,2019,,,,,,,,1,2
laptop,Dell,Comunicaciones,6624196,4.236.776.490.257.600,5.183.128.923.215.210,2018,,,,WiFi,32GB,1TB,,1,1
nevera,Samsung,Comunicaciones,1287714,9.242.092.964.624.620,17.778.731.651.714.500,2000,,,,,,,,1,1
lavadora,Bosch,Audioportátil,9666986,4.065.237.915.967.310,11.437.143.985.219.600,2023,,,,,,,,1,10
tablet,Amazon,Informática,1776565,3.795.807.088.286.290,24.622.156.290.108.000,2008,4079.0,,LED,NFC,,512GB,,2,7
cargador,Belkin,Wearables,3597501,791.399.254.525.872,959.569.874.931.822,2007,,,,,,,,2,1
cargador,Belkin,Audio,1985433,32.378.682.162.034.700,6.113.352.731.867.580,2014,,,,,,,,3,2
parlante,LG,Fotografía,2190996,13.553.752.400.298.800,3.482.213.832.411.830,2017,,,,NFC,,,,1,7
smart watch,Garmin,Comunicaciones,7739824,13.812.357.315.211.300,10.729.115.479.222.000,2010,9260.0,,LCD,5G,,,IP67,2,3
lavadora,Samsung,Electrodomésticos,612019,15.272.090.695.571.300,12.127.788.663.865.700,2002,,,,,,,,1,10
camara,Sony,Fotografía,4493670,3.335.142.784.968.210,14.225.770.570.047.000,2011,,8K,,,,,,1,3
parlante,JBL,Wearables,6286368,3.967.437.334.011.800,40.377.407.283.973.200,2007,,,,4G,,,,1,6
parlante,LG,Comunicaciones,5018211,221.059.071.395.027,39.555.136.949.320.700,2013,,,,,,,,2,10
celular,Huawei,Electrodomésticos,8495539,6.109.502.924.118.680,2.186.901.703.596.350,2010,,,,4G,16GB,64GB,,3,3
cpu,Intel,Wearables,2874341,360.939.516.218.792,17.911.030.392.383.400,2016,,,,,,,,3,6
cargador,Samsung,Fotografía,7524254,1.846.096.053.875.870,5.264.711.223.230.970,2020,,,,,,,,1,4
cargador,Apple,Videojuegos,6958254,4.290.336.636.546.120,15.389.220.430.075.100,2020,,,,,,,,2,9
camara,Sony,Wearables,5440701,4.987.493.467.933.500,4.681.688.199.262.050,2011,,8K,,,,,,2,3
monitor,HP,Monitores,4359988,17.372.290.431.477.100,18.751.974.685.052.000,2015,,,,,,,,1,9
camara,Nikon,Electrodomésticos,2433630,7.464.629.041.567.090,17.707.936.725.901.900,2015,,1080p,,,,,,3,10
cargador,Anker,Informática,2314574,18.022.399.244.667.600,1.994.437.184.479.370,2012,,,,,,,,3,9
cpu,Intel,Videojuegos,9918941,2.069.547.894.784.990,16.608.281.136.333.600,2007,,,,,,,,2,9
teclado,Microsoft,Comunicaciones,6842184,4.264.119.002.691.570,1.495.417.578.690.140,2013,,,,,,,,1,8
nevera,GE,Electrodomésticos,8470567,412.476.894.597.998,21.627.380.183.774.100,2013,,,,,,,,3,8
parlante,LG,Informática,1614202,4.413.365.758.144.970,40.630.677.706.130.000,2023,,,,NFC,,,,3,7
tablet,Samsung,Fotografía,8672606,13.296.293.889.409.500,2.778.163.086.360.930,2020,,,OLED,WiFi,16GB,512GB,,2,5
teclado,Corsair,Informática,5177922,6.562.833.991.055.170,15.136.149.584.066.700,2008,,,,,,,,2,6
tablet,Samsung,Wearables,1103293,65.972.649.558.189,3.622.858.677.276.830,2014,8120.0,,,WiFi,16GB,,,2,3
tablet,Apple,Wearables,6130754,3.768.443.524.478.390,34.961.183.341.830.600,2007,,,OLED,Bluetooth,4GB,128GB,,3,3
audifonos,Beats,Electrodomésticos,709828,21.605.014.798.946.200,42.227.639.265.060.900,2018,,,,5G,,,,1,5
secadora,Samsung,Comunicaciones,1375208,1.964.226.402.033.860,12.364.983.118.698.400,2007,,,,,,,,2,4
smart watch,Samsung,Audio,8025456,31.023.650.107.819.900,11.188.670.259.611.700,2012,,,LCD,5G,,,None,2,9
nevera,LG,Videojuegos,4782169,1.771.713.773.394.950,16.541.260.539.993.200,2008,,,,,,,,1,9
parlante,Sony,Monitores,369977,4.286.196.318.221.490,4.924.692.973.033.860,2022,,,,Bluetooth,,,,3,7
secadora,Samsung,Audio,4287163,23.549.313.366.217.900,1.282.323.711.224.850,2015,,,,,,,,2,1
secadora,Samsung,Wearables,2922079,14.611.180.695.362.100,11.621.702.795.070.300,2002,,,,,,,,1,8
televisores,LG,Comunicaciones,3893740,15.310.743.248.587.500,13.917.665.706.689.600,2008,,8K,OLED,,,,,2,9
tablet,Amazon,Audioportátil,4572942,2.734.840.679.068.090,3.536.452.125.408.990,2012,6294.0,,LED,5G,8GB,1TB,,3,4
secadora,Whirlpool,Fotografía,4620529,13.438.088.025.092.000,11.637.842.714.033.400,2017,,,,,,,,1,8
mouse,HP,Audioportátil,3899408,4.101.688.010.058.990,20.723.164.155.951.400,2006,,,,,,,,1,7
parlante,LG,Audio,1547292,360.411.144.239.342,39.218.663.030.700.900,2010,,,,NFC,,,,2,1
tablet,Amazon,Videojuegos,3734305,3.096.958.699.101.000,44.096.873.929.288.500,2004,,,LCD,4G,16GB,,,3,1
teclado,Razer,Fotografía,4301052,4.335.168.468.651.670,2.171.043.597.768.120,2010,,,,,,,,1,4
cargador,Belkin,Wearables,9698082,21.567.863.820.496.800,5.073.567.166.445.640,2017,,,,,,,,2,9
smart watch,Fitbit,Comunicaciones,1280308,7.505.698.922.529.260,9.077.133.660.795.900,2017,5727.0,,LED,NFC,,,IP68,1,6
cpu,AMD,Wearables,485251,30.606.914.359.832.400,6.833.655.682.754.480,2013,,,,,,,,2,4
teclado,Logitech,Monitores,5042161,1.051.743.020.497.250,9.581.803.264.891.190,2011,,,,,,,,2,3
parlante,LG,Comunicaciones,9771595,27.284.493.780.256.600,3.198.595.747.693.320,2010,,,,4G,,,,2,9
monitor,Samsung,Monitores,2876452,3.060.054.338.548.470,18.554.396.023.453.500,2008,,,OLED,,,,,1,1
laptop,HP,Wearables,2756827,4.303.657.341.345.880,5.707.339.105.356.310,2004,7214.0,,OLED,5G,16GB,1TB,,3,3
tablet,Samsung,Audio,5191765,3.538.699.478.045.220,32.347.929.474.522.600,2010,6963.0,,OLED,,8GB,64GB,,2,8
celular,Huawei,Fotografía,4586811,35.533.995.608.765.500,21.474.918.881.677.100,2020,,,,,16GB,512GB,IP67,2,2
cargador,Apple,Comunicaciones,9751157,22.759.035.294.463.300,14.810.801.962.097.800,2013,,,,,,,,2,4
televisores,TCL,Videojuegos,8043529,61.371.225.361.860.900,16.923.470.075.029.400,2016,,,,,,,,2,5
celular,Xiaomi,Audio,6739403,47.278.307.942.220.200,4.859.168.579.416.070,2004,8847.0,,,4G,4GB,,,2,7
cpu,Intel,Informática,4632310,2.859.514.571.065.110,12.635.398.575.576.500,2004,,,,,,,,3,5
cargador,Samsung,Monitores,8007321,4.773.061.987.759.450,11.246.525.428.477.800,2000,,,,,,,,2,2
teclado,Logitech,Informática,5340173,12.831.675.445.268.100,29.859.201.705.594.700,2020,,,,,,,,1,2
camara,Panasonic,Comunicaciones,9784539,3.821.907.698.551.470,4.731.170.660.376.910,2014,,8K,,,,,,2,4
audifonos,Sennheiser,Monitores,3079151,9.899.418.630.367.210,2.708.313.446.966.810,2000,,,,WiFi,,,,3,4
secadora,LG,Fotografía,3544023,18.465.117.394.274.100,11.699.570.453.906.100,2004,,,,,,,,2,9
cpu,IBM,Monitores,4094009,49.942.009.414.934.200,13.894.466.332.180.000,2019,,,,,,,,2,3
tablet,Huawei,Fotografía,2788995,2.295.215.839.692.390,5.589.468.413.154.320,2006,,,LED,5G,16GB,512GB,,3,7
nevera,LG,Fotografía,4235965,18.937.504.330.481.300,17.966.258.010.086.700,2006,,,,,,,,2,10
teclado,Razer,Informática,2933001,19.006.791.997.619.100,5.637.509.552.100.190,2006,,,,,,,,2,2
televisores,TCL,Fotografía,3231815,31.894.117.077.523.300,10.632.911.319.702.800,2000,,4K,OLED,,,,,3,2
lavadora,Bosch,Informática,6710403,2.012.464.929.628.890,1.247.949.380.023.800,2010,,,,,,,,1,9
laptop,Lenovo,Videojuegos,3047210,12.160.394.612.632.400,39.248.103.443.165.100,2009,,,,4G,,1TB,,3,1
lavadora,Whirlpool,Fotografía,1695147,13.431.504.449.702.300,13.103.182.138.030.800,2007,,,,,,,,3,8
celular,Samsung,Comunicaciones,3339886,2.286.891.333.900.960,4.856.777.165.999.440,2013,5610.0,,,,16GB,128GB,IP68,2,6
nevera,Whirlpool,Comunicaciones,4008248,36.951.366.773.456.600,2.986.812.194.708.350,2015,,,,,,,,3,3
monitor,Dell,Wearables,5730075,3.849.258.346.266.120,11.736.353.533.032.000,2022,,8K,LCD,,,,,1,5
nevera,LG,Videojuegos,2397547,21.955.206.844.061.200,23.156.244.017.069.700,2015,,,,,,,,2,9
cpu,IBM,Fotografía,4383076,355.097.850.147.141,14.834.966.341.921.300,2002,,,,,,,,3,1
cargador,Belkin,Videojuegos,8640907,353.724.526.332.577,903.390.321.838.704,2009,,,,,,,,2,2
celular,Xiaomi,Electrodomésticos,6450192,25.817.732.258.326.500,22.252.603.071.244.200,2010,,,,WiFi,32GB,,None,3,4
secadora,Samsung,Informática,9274788,2.034.818.224.797.330,1.129.867.516.302.220,2014,,,,,,,,3,3
parlante,Bose,Electrodomésticos,8251992,4.931.462.527.858.300,3.474.216.616.825.040,2011,,,,4G,,,,3,4
mouse,HP,Wearables,2384665,4.188.168.113.471.340,3.870.124.694.030.480,2019,,,,,,,,3,1
teclado,Logitech,Informática,3898901,13.183.159.121.072.600,13.045.751.974.761.300,2004,,,,,,,,1,6
lavadora,Bosch,Electrodomésticos,2776483,64.863.045.492.216.500,1.358.549.722.471.090,2004,,,,,,,,3,3
audifonos,Sony,Electrodomésticos,9545637,29.461.366.963.966.300,7.904.385.174.579.500,2017,,,,NFC,,,,3,6
celular,Apple,Audioportátil,3056173,4.002.948.272.587.390,18.012.661.829.578.400,2006,,,,WiFi,32GB,64GB,,1,10
monitor,Samsung,Videojuegos,4667734,2.322.150.060.842.720,1.906.137.922.520.440,2003,,4K,LCD,,,,,2,3
camara,Nikon,Videojuegos,8858882,47.104.984.463.312.800,693.332.977.893.999,2012,,8K,,,,,,3,5
nevera,Whirlpool,Fotografía,3625795,19.701.426.437.083.500,2.700.207.373.108.400,2017,,,,,,,,3,8
celular,Samsung,Videojuegos,4963713,4.304.008.251.046.500,32.236.118.847.305.500,2019,,,,,16GB,64GB,IP68,2,4
secadora,Samsung,Videojuegos,7994879,41.773.737.135.768.700,1.373.640.339.502.220,2021,,,,,,,,3,3
cpu,IBM,Informática,9173648,3.418.304.336.663.630,19.169.540.055.377.500,2007,,,,,,,,2,1
parlante,JBL,Monitores,8792063,42.248.563.329.220.400,19.620.855.352.111.100,2001,,,,5G,,,,2,1
televisores,Sony,Videojuegos,9848817,4.184.800.524.954.540,18.379.047.162.150.800,2002,,,LED,,,,,2,8
camara,Nikon,Videojuegos,8963811,4.539.725.599.795.290,2.998.313.927.840.670,2004,,,,,,,,3,2
teclado,Microsoft,Fotografía,4970954,5.133.655.485.654.280,2.378.857.032.566.290,2022,,,,,,,,2,9
mouse,HP,Comunicaciones,8006430,5.692.469.997.610.070,11.191.413.738.218.300,2002,,,,,,,,3,8
audifonos,Beats,Wearables,7888318,19.942.586.054.541.900,2.285.299.210.668.020,2016,,,,5G,,,,2,3
mouse,Razer,Videojuegos,6046821,7.436.588.217.479.080,2.873.583.165.192.640,2018,,,,,,,,2,1
lavadora,Whirlpool,Comunicaciones,2978580,3.652.684.834.363.940,1.103.210.842.103.990,2008,,,,,,,,3,4
mouse,HP,Comunicaciones,6861146,33.206.986.378.063.800,3.425.737.900.323.770,2011,,,,,,,,2,3
cargador,Belkin,Electrodomésticos,6919220,4.458.324.108.399.510,16.643.662.252.718.300,2017,,,,,,,,1,2
laptop,Apple,Monitores,4562567,17.579.568.960.663.000,6.496.833.447.279.830,2020,,,,NFC,32GB,128GB,,1,4
laptop,HP,Audio,4864275,2.302.562.456.357.730,7.223.807.515.083.750,2012,8422.0,,LCD,5G,8GB,512GB,,1,2
laptop,HP,Fotografía,5856527,3.829.565.785.127.980,6.714.605.616.416.280,2011,1616.0,,,WiFi,16GB,1TB,,1,6
celular,Huawei,Fotografía,6797524,33.027.157.923.628.700,45.145.173.957.519.800,2014,,,,WiFi,8GB,64GB,,2,3
monitor,LG,Fotografía,7267503,2.001.252.846.525.430,14.478.403.206.531.000,2006,,,LED,,,,,1,9
secadora,Whirlpool,Audioportátil,8408462,4.097.255.524.708.920,11.772.340.788.295.600,2020,,,,,,,,2,9
teclado,Logitech,Informática,5969863,1.490.368.881.616.440,2.991.180.795.571.740,2022,,,,,,,,2,4
camara,Panasonic,Audioportátil,4615887,5.509.785.375.870.720,24.662.236.472.872.900,2010,,4K,,,,,,1,10
televisores,TCL,Electrodomésticos,4281867,36.886.779.895.430.500,6.809.675.522.850.040,2022,,4K,,,,,,2,6
teclado,Razer,Informática,4527679,6.384.031.831.958.840,15.362.623.890.089.800,2020,,,,,,,,2,1
parlante,Bose,Audioportátil,4804964,26.392.435.952.750.600,37.269.562.366.084.900,2017,,,,,,,,1,5
cpu,Intel,Informática,811194,2.480.324.642.642.080,1.542.731.139.641.320,2022,,,,,,,,3,1
lavadora,LG,Audio,4878069,2.562.111.340.546.810,1.184.635.824.652.270,2002,,,,,,,,2,8
audifonos,Beats,Informática,6157254,25.511.905.099.832.100,4.595.507.126.392.440,2014,,,,NFC,,,,3,7
lavadora,LG,Audioportátil,6024590,30.210.191.844.094.000,1.315.750.686.781.070,2015,,,,,,,,3,10
televisores,Sony,Fotografía,5205964,1.851.605.651.485.980,180.278.351.606.727,2015,,4K,LED,,,,,1,7
mouse,Razer,Audioportátil,9844331,725.762.327.212.925,3.520.161.002.565.490,2005,,,,,,,,1,8
cargador,Apple,Comunicaciones,3158756,4.124.510.493.694.160,7.730.678.096.151.310,2019,,,,,,,,1,2
teclado,Razer,Audioportátil,1135813,40.866.091.608.877.100,16.635.975.092.139.500,2015,,,,,,,,3,6
cargador,Samsung,Wearables,9169697,841.237.237.620.881,836.465.892.371.402,2002,,,,,,,,3,4
monitor,LG,Informática,2216578,3.452.741.214.856.760,6.966.519.314.278.700,2016,,4K,LED,,,,,3,6
teclado,Razer,Wearables,4957222,46.624.193.543.753.300,21.667.470.727.953.200,2001,,,,,,,,2,9
cpu,Qualcomm,Wearables,5519871,45.193.885.305.484.500,9.278.387.338.589.340,2013,,,,,,,,3,2
celular,Xiaomi,Videojuegos,8284308,4.644.730.191.848.610,312.580.011.707.532,2019,,,,Bluetooth,8GB,1TB,None,3,5
teclado,Microsoft,Videojuegos,8024517,27.303.403.733.766.300,18.431.481.258.055.800,2009,,,,,,,,2,5
nevera,Whirlpool,Audio,5089982,31.216.998.851.163.800,1.702.329.900.811.260,2005,,,,,,,,3,8
cpu,Qualcomm,Videojuegos,6915397,21.766.864.553.855.700,5.666.406.874.301.780,2023,,,,,,,,1,6
smart watch,Apple,Audioportátil,8533355,5.915.803.606.103.650,10.309.982.702.445.000,2004,8269.0,,OLED,,,,None,3,3
